iter	MultiClass
113	0.03205360994
114	0.03166286743
115	0.03128675993
116	0.0309270633
117	0.03048345868
118	0.03002969504
119	0.02975738413
120	0.02943462969
121	0.02925273268
122	0.02873035103
123	0.0283869894
124	0.02803191209
125	0.0278707816
126	0.0276487029
127	0.02711287527
128	0.02676565248
129	0.02622740875
130	0.02580200007
131	0.02558833237
132	0.02540768
133	0.02513954635
134	0.02476158111
135	0.02437532048
136	0.02403301289
137	0.02350396974
138	0.02319607129
139	0.02289736425
140	0.02261882127
141	0.02219407474
142	0.02208127964
143	0.02174719111
144	0.02164406602
145	0.02130894291
146	0.0210902299
147	0.02085437226
148	0.02052970644
149	0.0204360277
150	0.02014636723
151	0.02000894408
152	0.01970627392
153	0.01955438478
154	0.01939354939
155	0.01904856209
156	0.01890080746
157	0.01862925997
158	0.01842774862
159	0.01818973576
160	0.01796942553
161	0.01782554974
162	0.01768923269
163	0.01744925908
164	0.01734479026
165	0.0172495461
166	0.0170462864
167	0.01687271736
168	0.01674650329
169	0.01657432313
170	0.01644801889
171	0.01626450701
172	0.01611507899
173	0.01595060246
174	0.01578353363
175	0.01559636228
176	0.01548211737
177	0.0153602495
178	0.01525085339
179	0.01513838637
180	0.01505806322
181	0.01494366041
182	0.01486701665
183	0.01469306123
184	0.01457236818
185	0.01446628674
186	0.01425154103
187	0.0141460833
188	0.01400183835
189	0.01388329078
190	0.01383396156
191	0.01374765006
192	0.013578667
193	0.01349233987
194	0.01336622305
195	0.01327333772
196	0.01317553416
197	0.01305627
198	0.01298708997
199	0.01290595992
200	0.01281330166
201	0.01266106379
202	0.01255611436
203	0.01243396606
204	0.01236367535
205	0.01229722795
206	0.01217134846
207	0.01207208288
208	0.01192522073
209	0.01179912363
210	0.01172679911
211	0.01159853289
212	0.01151766598
213	0.01148389823
214	0.01137622131
215	0.01134475997
216	0.01129611174
217	0.01125321503
218	0.01115617239
219	0.01108511271
220	0.01098803243
221	0.01090874484
222	0.01084843183
223	0.01079447774
224	0.01070898327
225	0.01062369892
226	0.01054639929
227	0.01048115139
228	0.01043184773
229	0.01037175406
230	0.01030608315
231	0.01025517132
232	0.01019141819
233	0.01011308551
234	0.01005127357
235	0.009988418392
236	0.009870863132
237	0.009830591813
238	0.009791481348
239	0.009734919507
240	0.009675796798
241	0.00959947431
242	0.009574216401
243	0.009551298327
244	0.009489922267
245	0.009423780651
246	0.00938733785
247	0.00935016212
248	0.009311082072
249	0.009268415168
250	0.009220754751
251	0.00915774796
252	0.009107405748
253	0.009052895325
254	0.009015715258
255	0.008967768649
256	0.008897371642
257	0.008852466258
258	0.00880792583
259	0.008761902385
260	0.008739174752
261	0.008709412274
262	0.0086573609
263	0.008627641483
264	0.008597605414
265	0.008561634527
266	0.008523349805
267	0.008470657805
268	0.00843280615
269	0.008373085225
270	0.008338282376
271	0.008286469405
272	0.008234743689
273	0.008198658144
274	0.008164210202
275	0.008109469937
276	0.008054378783
277	0.008039141323
278	0.008023285912
279	0.007986707185
280	0.007936331327
281	0.007896652041
282	0.007852761939
283	0.007771232713
284	0.007730185666
285	0.007701527558
286	0.007659881373
287	0.007613252958
288	0.007586284241
289	0.007548157555
290	0.007522297817
291	0.00749690774
292	0.007455017248
293	0.00742309169
294	0.007403141603
295	0.00737201161
296	0.007338404634
297	0.007302414073
298	0.007277188983
299	0.007251018339
300	0.007212083316
301	0.007167042735
302	0.007155007122
303	0.007112266406
304	0.007090702407
305	0.00706645415
306	0.007046002821
307	0.006998876515
308	0.00695923393
309	0.006936577308
310	0.006921407295
311	0.006886171245
312	0.00686577191
313	0.006855187032
314	0.006814257281
315	0.006766693433
316	0.006735767297
317	0.006701032885
318	0.006684809388
319	0.006650767512
320	0.006609479976
321	0.006590636089
322	0.006553124861
323	0.006505195585
324	0.006473306642
325	0.006437266873
326	0.006410443825
327	0.006377841997
328	0.006343209364
329	0.006332780686
330	0.006306484633
331	0.006268218349
332	0.0062487253
333	0.006234495777
334	0.006205789155
335	0.006196206242
336	0.006178960332
337	0.006161013707
338	0.006119258558
339	0.006098599002
340	0.006067786654
341	0.006046493973
342	0.006028335839
343	0.0060074008
344	0.005999319264
345	0.005973394828
346	0.005951452069
347	0.005942041547
348	0.00592666351
349	0.005912601566
350	0.00590368244
351	0.005893862061
352	0.005880554567
353	0.005858690801
354	0.005814842926
355	0.005781632574
356	0.005752637848
357	0.005723587965
358	0.005708456534
359	0.005695411111
360	0.005664868746
361	0.005635765194
362	0.00562804446
363	0.00561499427
364	0.00559124264
365	0.005578788432
366	0.005555150031
367	0.005518956344
368	0.005484115491
369	0.005465144542
370	0.005454170349
371	0.005446901824
372	0.00542812697
373	0.00541550237
374	0.005400801014
375	0.00538374462
376	0.005362579428
377	0.005349220316
378	0.005336076766
379	0.005319330951
380	0.005297690857
381	0.005280986478
382	0.005261905851
383	0.005236958584
384	0.005213431834
385	0.005199508109
386	0.005182913502
387	0.005171685607
388	0.005153074955
389	0.005146051769
390	0.005137070824
391	0.005117793934
392	0.005105532392
393	0.005086943944
394	0.005080042281
395	0.00506534202
396	0.005049628471
397	0.005035489277
398	0.005022093262
399	0.005006358358
400	0.004994991629
401	0.004982922135
402	0.004969132214
403	0.004951823434
404	0.004931998951
405	0.004913067911
406	0.004896091107
407	0.004875827379
408	0.004855956613
409	0.004837634209
410	0.004825806279
411	0.004814736894
412	0.004795745451
413	0.004773410276
414	0.004761568714
415	0.004749122686
416	0.004739308035
417	0.004722917869
418	0.004717007105
419	0.004695485346
420	0.004684446036
421	0.00467329423
422	0.004656667419
423	0.004645314839
424	0.00463870901
425	0.004626224201
426	0.004618371871
427	0.004606557841
428	0.004589192324
429	0.004574233509
430	0.004552701617
431	0.004541313265
432	0.004521552108
433	0.004506419754
434	0.00449145313
435	0.004475651117
436	0.004461513479
437	0.004443571448
438	0.004425939916
439	0.004412803536
440	0.004400901251
441	0.004396401786
442	0.004385411615
443	0.004377796942
444	0.004373134229
445	0.004365715346
446	0.004351863021
447	0.004334230453
448	0.004329231519
449	0.004314776701
450	0.004303294765
451	0.004297645582
452	0.004287978715
453	0.004267020032
454	0.004256335474
455	0.004247580033
456	0.004237277964
457	0.004223866206
458	0.004210733775
459	0.00419713206
460	0.00418853329
461	0.004183570344
462	0.004169254819
463	0.004160310147
464	0.004147540352
465	0.004136902162
466	0.004128136015
467	0.004119040202
468	0.004108495398
469	0.004104303024
470	0.004095843448
471	0.004089080181
472	0.00408097748
473	0.004074829546
474	0.004066366425
475	0.004054850943
476	0.004042288495
477	0.004029549396
478	0.004019117515
479	0.004013531858
480	0.004001443917
481	0.003993083473
482	0.00397812695
483	0.003967149375
484	0.003959206063
485	0.003947342828
486	0.003939976082
487	0.003935974539
488	0.003928113317
489	0.003921737229
490	0.003915466963
491	0.003900316558
492	0.003884521484
493	0.003875377624
494	0.003863365632
495	0.003856402685
496	0.003838549518
497	0.003827041417
498	0.003818024077
499	0.003804494469
500	0.003790841152
501	0.003784475202
502	0.003773280206
503	0.003769351007
504	0.003763862
505	0.003757558546
506	0.00374613491
507	0.003739048833
508	0.003730143446
509	0.003726531512
510	0.003719727047
511	0.003710017521
512	0.00370425567
513	0.003696837729
514	0.003688751663
515	0.003681198704
516	0.003664772297
517	0.00366132954
518	0.003658237672
519	0.003647459115
520	0.003640399003
521	0.003634182287
522	0.003626924237
523	0.003620204226
524	0.003614331677
525	0.003606647486
526	0.003602208295
527	0.003595554192
528	0.003588572
529	0.003580726588
530	0.003569222103
531	0.00356242681
532	0.003552145783
533	0.003547666233
534	0.00354280437
535	0.003536573953
536	0.003527983206
537	0.003520352373
538	0.003514128984
539	0.003508645018
540	0.003499433905
541	0.003490776546
542	0.003479940799
543	0.003476491198
544	0.003466861395
545	0.003462077979
546	0.003458976209
547	0.003453481058
548	0.003441215625
549	0.003433931931
550	0.003428246276
551	0.003422711094
552	0.003419700324
553	0.003410950746
554	0.003394454162
555	0.003391559115
556	0.003385201408
557	0.003379955971
558	0.003374626876
559	0.003369702631
560	0.003361195776
561	0.003357312675
562	0.003351855283
563	0.003337310757
564	0.00333361414
565	0.003327740274
566	0.00332229848
567	0.003313238717
568	0.003309212859
569	0.003297548926
570	0.00329002977
571	0.003285446428
572	0.003281177502
573	0.003274560124
574	0.003271485924
575	0.003263088783
576	0.003255011502
577	0.003251049695
578	0.003240632524
579	0.003236193787
580	0.003230537984
581	0.003224603679
582	0.003219959315
583	0.003213821144
584	0.003208375115
585	0.003204055139
586	0.003199401382
587	0.00319348919
588	0.003179655352
589	0.00317021016
590	0.003163102564
591	0.003155329051
592	0.003152593822
593	0.003145211809
594	0.003134500048
595	0.003126626334
596	0.003119775631
597	0.003116303309
598	0.003109243067
599	0.003102836443
600	0.00309512131
601	0.003089791268
602	0.003080902135
603	0.003073369055
604	0.003065664637
605	0.00306090185
606	0.003053467334
607	0.003045062868
608	0.003041089987
609	0.003038841934
610	0.003034673061
611	0.003032037457
612	0.003025821758
613	0.003022194414
614	0.003017071208
615	0.003013306067
616	0.003010847626
617	0.003004165816
618	0.002998087259
619	0.00299433327
620	0.002992208967
621	0.002986541049
622	0.002984675621
623	0.002979372263
624	0.002976341265
625	0.002972709961
626	0.002966254404
627	0.002957242226
628	0.002949237519
629	0.002942138056
630	0.002939735168
631	0.002936630762
632	0.002935454245
633	0.002930900036
634	0.002923458237
635	0.0029205095
636	0.002909461806
637	0.002899658197
638	0.002892939129
639	0.002888442285
640	0.002883395419
641	0.002877888682
642	0.002874340746
643	0.00286754017
644	0.00286166687
645	0.002854997166
646	0.002849211836
647	0.00284056232
648	0.002833233907
649	0.002829697221
650	0.00282306128
651	0.002816594818
652	0.002811695196
653	0.002804459208
654	0.002799231039
655	0.002795586185
656	0.002789216872
657	0.002782316342
658	0.002774987411
659	0.002767242909
660	0.002764220442
661	0.002762407788
662	0.002758951496
663	0.002751837695
664	0.00274873129
665	0.002745508185
666	0.002739305544
667	0.002734115268
668	0.002730660927
669	0.002722494847
670	0.002716251228
671	0.002710230077
672	0.002706790793
673	0.002704752041
674	0.002701539656
675	0.002695859348
676	0.002694192985
677	0.00269025356
678	0.002683411454
679	0.002678628673
680	0.002673176654
681	0.002669060404
682	0.002664003949
683	0.00265994816
684	0.00265506193
685	0.00265138672
686	0.002648037923
687	0.002641913916
688	0.002636239914
689	0.002632914726
690	0.002628264556
691	0.002624607207
692	0.002622799107
693	0.00261835776
694	0.002616279503
695	0.002608534767
696	0.002605146546
697	0.002601775516
698	0.002598664923
699	0.002595583279
700	0.002592206
701	0.002590706892
702	0.002585709681
703	0.002581155147
704	0.002578367816
705	0.002568907505
706	0.002566146912
707	0.002560888633
708	0.002558831595
709	0.002554475114
710	0.002548953506
711	0.002547467671
712	0.002545856672
713	0.002541747019
714	0.002539743331
715	0.002536071366
716	0.002534178291
717	0.00253054368
718	0.002525794562
719	0.002519895287
720	0.002517496815
721	0.0025138177
722	0.002506741814
723	0.002501042378
724	0.002498539456
725	0.002495291296
726	0.0024921239
727	0.002490243973
728	0.002484212704
729	0.002481308886
730	0.00247533284
731	0.002471996445
732	0.002468303972
733	0.002464695384
734	0.002460115804
735	0.002458604086
736	0.002454534341
737	0.002451330486
738	0.002444141533
739	0.002441320467
740	0.002439207392
741	0.002435350629
742	0.002433804406
743	0.002429031048
744	0.002420864759
745	0.002417176241
746	0.002406507766
747	0.002402594319
748	0.002398802729
749	0.002395882016
750	0.002393501638
751	0.002388744911
752	0.002384795381
753	0.002383095395
754	0.002379158627
755	0.002374854552
756	0.002371441788
757	0.002369120124
758	0.002366849441
759	0.002363512126
760	0.002356364338
761	0.002352787769
762	0.002351316426
763	0.002346707634
764	0.002342271813
765	0.002337978542
766	0.002334818052
767	0.002333036449
768	0.002330101986
769	0.002327721518
770	0.002325056937
771	0.002321931536
772	0.002318980533
773	0.002317206255
774	0.002314818289
775	0.002309063615
776	0.00230383746
777	0.002298797311
778	0.002294926394
779	0.00229116727
780	0.002287528458
781	0.002283719576
782	0.002282305
783	0.002278460099
784	0.002276576339
785	0.002274677643
786	0.002272970514
787	0.002271042576
788	0.002267889202
789	0.002265642616
790	0.002261538635
791	0.002258241237
792	0.002256337066
793	0.002254234101
794	0.002249739965
795	0.002246603903
796	0.002245375492
797	0.002243167984
798	0.00224020005
799	0.002237206708
800	0.002234464328
801	0.002232138509
802	0.002229392819
803	0.002228054415
804	0.002222628333
805	0.002221331254
806	0.002218901566
807	0.002214167222
808	0.002211707346
809	0.002210689075
810	0.002208104427
811	0.002204142742
812	0.002200101757
813	0.002196038004
814	0.002193645854
815	0.002190837959
816	0.002187342158
817	0.00218461759
818	0.002181266505
819	0.002179818558
820	0.002175274872
821	0.002170438564
822	0.002167669942
823	0.002165782752
824	0.002163392032
825	0.002160718417
826	0.002157410312
827	0.002156162963
828	0.002153272963
829	0.002150772307
830	0.002149690669
831	0.002147464814
832	0.002141859071
833	0.002140660308
834	0.002137060653
835	0.002133869828
836	0.00213056757
837	0.002128225529
838	0.002126046468
839	0.002123866304
840	0.002122643036
841	0.002119473347
842	0.002117224771
843	0.00211352028
844	0.002111389211
845	0.002109566839
846	0.002107614067
847	0.00210361875
848	0.002098937141
849	0.002096039592
850	0.002093737572
851	0.002090280652
852	0.002088433067
853	0.002087459577
854	0.002084777079
855	0.002080672098
856	0.00207663818
857	0.002074635127
858	0.002073438642
859	0.002069785446
860	0.002067317665
861	0.002063640436
862	0.002061482975
863	0.002059188808
864	0.002056130909
865	0.002053941591
866	0.002051047159
867	0.002048976063
868	0.002046516696
869	0.002044400239
870	0.002040399324
871	0.002036530624
872	0.002030601331
873	0.002028510333
874	0.002026582341
875	0.002024098174
876	0.002022913837
877	0.002017257741
878	0.002015084805
879	0.00201213361
880	0.002008837457
881	0.002005970999
882	0.002004055375
883	0.002001930703
884	0.002000195984
885	0.001996358111
886	0.001993537136
887	0.001990417798
888	0.001987623715
889	0.001986623152
890	0.001985638683
891	0.001983384398
892	0.001982183062
893	0.001980162146
894	0.00197871476
895	0.001975881927
896	0.001974774819
897	0.001973110763
898	0.001971599818
899	0.001966769811
900	0.001965471728
901	0.001962979036
902	0.00196158523
903	0.00195994401
904	0.001958091664
905	0.001956362377
906	0.00195399037
907	0.001953054558
908	0.001951285611
909	0.001949908625
910	0.001948604426
911	0.001946606529
912	0.001943890829
913	0.001940287584
914	0.001938227436
915	0.001936931529
916	0.001935935386
917	0.001934773493
918	0.001932471678
919	0.001931433207
920	0.001929987606
921	0.001928118259
922	0.001925465992
923	0.001924378522
924	0.00192262118
925	0.001920739995
926	0.00191934391
927	0.001917667511
928	0.001916808538
929	0.001913204369
930	0.001911926203
931	0.001908886148
932	0.001905548666
933	0.00190474846
934	0.001903502818
935	0.001902264816
936	0.001900374513
937	0.001899059124
938	0.001896177844
939	0.001894676129
940	0.001889577579
941	0.001887094633
942	0.001885384955
943	0.001883522883
944	0.001882244334
945	0.001879031356
946	0.001877380614
947	0.001874137453
948	0.00187266114
949	0.001869487246
950	0.001866841131
951	0.00186422047
952	0.001862746897
953	0.001861178305
954	0.001858085119
955	0.001855488904
956	0.001852843307
957	0.001849904734
958	0.001848429685
959	0.001845774885
960	0.001843231699
961	0.001842048244
962	0.001841096812
963	0.001837572056
964	0.001836610106
965	0.001833827677
966	0.001831675634
967	0.001829011084
968	0.001826604529
969	0.00182457465
970	0.001823040249
971	0.001821187901
972	0.001819892966
973	0.001818679083
974	0.001817805559
975	0.0018147142
976	0.00181238308
977	0.001811266751
978	0.001810055214
979	0.001808221904
980	0.001806567856
981	0.001803822452
982	0.001801901326
983	0.001800459871
984	0.00179822982
985	0.001796701229
986	0.001795532953
987	0.001791809785
988	0.001790430168
989	0.001787151097
990	0.001785541042
991	0.001782894931
992	0.001781123279
993	0.001779733878
994	0.001775824495
995	0.00177436431
996	0.001771870314
997	0.001770533999
998	0.001767143286
999	0.001765697771
